distribution;value
norm;9.28014227539939
norm;11.8038178778856
norm;21.0456764680848
norm;12.0046871296276
norm;15.0974382540268
norm;11.6651384749757
norm;6.81736918147448
norm;10.5302332825705
norm;15.8700163919805
norm;8.39518315065285
norm;15.2031985931777
norm;16.3040306800268
norm;9.42981637977356
norm;13.346437852724
norm;14.8201935641342
norm;15.5769177008645
norm;10.8776818883273
norm;5.76132416539788
norm;15.9420381365698
norm;16.3724902817648
norm;6.57555029371551
norm;11.7329938084134
norm;12.4856200089366
norm;9.50766162026863
norm;12.5454083170626
norm;4.28340485062071
norm;12.9765935084036
norm;14.4295902141765
norm;12.0992963542508
norm;9.54664655049717
norm;11.5240950792416
norm;9.89872550872999
norm;5.03767427619423
norm;15.3944743877654
norm;11.5416902565834
norm;23.5484477628057
norm;9.10078699478079
norm;15.6363213357467
norm;11.700668380942
norm;8.15423517435753
lognorm;9.67258060709346
lognorm;8.19223862502417
lognorm;8.80815845954171
lognorm;18.1983185007787
lognorm;5.73805458155043
lognorm;15.5042463689077
lognorm;13.8310139848428
lognorm;9.74906800476111
lognorm;12.2672769151446
lognorm;10.668078455716
lognorm;9.55188819559744
lognorm;9.68947469268075
lognorm;6.59845010124378
lognorm;10.2956147391796
lognorm;15.0396104710754
lognorm;11.3620784955783
lognorm;5.81234694712591
lognorm;11.408314241405
lognorm;13.9140721762964
lognorm;13.9477617944968
lognorm;10.7839471447297
lognorm;7.13300720719118
lognorm;12.1870903134471
lognorm;6.10687505706843
lognorm;7.99872835786226
lognorm;5.81954127314259
lognorm;9.87973975506616
lognorm;11.4180877778347
lognorm;11.1614011036529
lognorm;11.4611475072286
lognorm;9.73509642167608
lognorm;11.3047662104906
lognorm;8.55895705300213
lognorm;14.0424367680403
lognorm;16.7648342121522
lognorm;10.2519608927765
lognorm;20.3269145540177
lognorm;6.6195545014458
lognorm;5.57711777537715
lognorm;14.296695259337
lognorm;9.84010138626944
lognorm;10.2195386116479
lognorm;8.26530154982928
lognorm;13.2846862926397
lognorm;16.3190784792073
lognorm;9.26067403165052
lognorm;6.58795886553333
lognorm;6.80064617934423
lognorm;6.99793695093245
lognorm;6.3675873702586
lognorm;7.6885557793338
lognorm;13.5148602857778
lognorm;11.2102539576117
lognorm;13.7659131375891
lognorm;7.15075194469551
lognorm;8.69593308022966
lognorm;10.8854790277461
lognorm;13.1949088085935
lognorm;10.9459091977798
lognorm;14.0464551298276
exp;9.93689492666974
exp;1.21295456774533
exp;6.61420999467373
exp;8.74575833691889
exp;24.6694571291259
exp;7.12887842953205
exp;13.5221638860728
exp;16.0777863817836
exp;5.01008037663996
exp;5.19334775023162
exp;16.2375608677591
exp;2.83480016514659
exp;26.1258510709791
exp;17.6443356022643
exp;4.38099223002791
exp;3.06539087556303
exp;3.02231533639133
exp;0.804881910210858
exp;3.85737397894263
exp;13.5285460645002
exp;18.4686431800178
exp;36.6995953897339
exp;14.5224239113356
exp;22.8666462366632
exp;4.01299979165196
exp;1.12977822683752
exp;51.9545554935488
exp;6.26325918361545
exp;13.0996607686008
exp;8.73276722380772
exp;0.181700580182111
exp;13.3251517115556
exp;19.3823767964891
exp;9.07482970980941
exp;8.08003541640937
exp;26.149936994888
exp;13.8048393907572
exp;13.488186712804
exp;11.532280600401
exp;13.0250635402824
exp;25.8008324265258
exp;4.52398016117513
exp;0.272525933246022
exp;0.790397323254058
exp;5.63028961323608
exp;9.36719236112921
exp;29.7108055551335
exp;20.4775131260207
exp;1.1889737136662
exp;7.25555749610066
pois;15
pois;12
pois;12
pois;19
pois;17
pois;9
pois;16
pois;19
pois;11
pois;14
pois;15
pois;12
pois;7
pois;13
pois;8
pois;13
pois;15
pois;17
pois;8
pois;12
pois;11
pois;8
pois;7
pois;9
pois;11
pois;10
pois;9
pois;12
pois;10
pois;17
pois;10
pois;13
pois;9
pois;9
pois;7
pois;8
pois;9
pois;14
